"";"EXT1";"EXT2";"EXT3";"EXT4";"EXT5";"EXT6";"EXT7";"EXT8";"EXT9";"EXT10";"EST1";"EST2";"EST3";"EST4";"EST5";"EST6";"EST7";"EST8";"EST9";"EST10";"AGR1";"AGR2";"AGR3";"AGR4";"AGR5";"AGR6";"AGR7";"AGR8";"AGR9";"AGR10";"CSN1";"CSN2";"CSN3";"CSN4";"CSN5";"CSN6";"CSN7";"CSN8";"CSN9";"CSN10";"OPN1";"OPN2";"OPN3";"OPN4";"OPN5";"OPN6";"OPN7";"OPN8";"OPN9";"OPN10"
"573";"5";"1";"5";"1";"5";"2";"4";"3";"1";"2";"4";"2";"3";"1";"4";"4";"3";"2";"3";"3";"1";"5";"2";"5";"1";"4";"1";"5";"5";"5";"1";"1";"4";"2";"2";"2";"4";"2";"4";"4";"3";"4";"4";"1";"5";"1";"2";"2";"5";"4"
"574";"4";"1";"5";"1";"5";"1";"4";"1";"4";"1";"2";"4";"3";"5";"1";"1";"1";"1";"1";"1";"1";"5";"1";"4";"1";"4";"1";"5";"4";"4";"4";"4";"5";"2";"4";"3";"3";"1";"4";"3";"4";"1";"3";"1";"4";"1";"4";"4";"4";"3"
"575";"3";"2";"4";"2";"4";"2";"4";"4";"5";"5";"4";"4";"5";"5";"3";"2";"2";"2";"5";"1";"5";"5";"5";"5";"1";"4";"1";"4";"5";"4";"5";"4";"5";"3";"2";"3";"5";"3";"5";"5";"3";"3";"4";"2";"5";"2";"3";"4";"5";"5"
"576";"1";"2";"3";"3";"1";"3";"1";"5";"1";"5";"3";"4";"4";"2";"3";"3";"4";"3";"2";"1";"4";"4";"1";"5";"1";"4";"1";"4";"4";"2";"3";"1";"4";"3";"3";"2";"2";"1";"2";"3";"4";"3";"5";"2";"2";"1";"2";"4";"4";"4"
"577";"3";"3";"4";"3";"4";"3";"4";"5";"1";"3";"3";"3";"3";"1";"2";"2";"3";"2";"3";"1";"2";"4";"2";"4";"2";"3";"3";"4";"3";"3";"3";"2";"4";"2";"4";"2";"5";"3";"4";"4";"4";"1";"4";"2";"3";"4";"4";"2";"3";"4"
"578";"1";"3";"2";"3";"3";"4";"1";"5";"1";"5";"2";"4";"4";"3";"4";"2";"2";"2";"2";"3";"2";"3";"2";"5";"3";"4";"3";"3";"4";"3";"3";"2";"3";"3";"3";"3";"3";"3";"4";"3";"3";"3";"4";"1";"3";"3";"3";"2";"4";"3"
"579";"1";"5";"3";"5";"2";"4";"1";"4";"1";"5";"5";"1";"5";"2";"4";"4";"4";"4";"4";"4";"2";"1";"2";"4";"2";"4";"4";"3";"3";"2";"4";"2";"4";"1";"4";"2";"4";"2";"4";"4";"3";"2";"4";"3";"3";"2";"4";"3";"5";"3"
"580";"2";"1";"5";"1";"5";"1";"5";"1";"4";"1";"4";"2";"5";"1";"5";"5";"4";"4";"5";"5";"2";"5";"1";"5";"1";"5";"1";"5";"1";"3";"4";"4";"1";"1";"1";"3";"5";"3";"1";"1";"5";"1";"5";"1";"5";"1";"5";"3";"5";"5"
"581";"1";"4";"2";"4";"1";"0";"1";"5";"1";"5";"5";"2";"4";"1";"4";"4";"4";"3";"4";"5";"3";"2";"4";"3";"3";"3";"4";"2";"3";"2";"2";"3";"4";"5";"1";"4";"4";"4";"1";"3";"4";"3";"4";"3";"1";"2";"1";"4";"3";"4"
"582";"1";"5";"3";"2";"4";"4";"1";"4";"1";"5";"3";"1";"1";"4";"1";"1";"3";"3";"1";"3";"1";"3";"1";"3";"1";"5";"4";"5";"5";"1";"5";"1";"5";"1";"4";"4";"5";"1";"5";"5";"4";"2";"5";"1";"5";"1";"5";"5";"3";"5"
"583";"3";"2";"3";"3";"3";"2";"1";"2";"4";"3";"1";"3";"1";"2";"1";"1";"3";"2";"4";"4";"4";"5";"3";"3";"2";"4";"1";"4";"3";"2";"4";"1";"5";"1";"1";"1";"4";"3";"1";"4";"5";"1";"5";"1";"4";"1";"4";"4";"4";"4"
"584";"4";"1";"5";"2";"5";"1";"5";"1";"5";"1";"3";"3";"3";"5";"1";"1";"2";"1";"1";"1";"1";"5";"3";"5";"1";"3";"1";"5";"5";"5";"4";"3";"5";"1";"3";"4";"4";"2";"4";"5";"5";"1";"4";"2";"5";"1";"5";"5";"5";"5"
"585";"5";"2";"4";"1";"5";"1";"5";"2";"5";"2";"3";"3";"4";"5";"2";"1";"1";"1";"2";"1";"1";"5";"2";"5";"1";"5";"1";"4";"5";"5";"4";"1";"5";"2";"3";"2";"3";"3";"3";"4";"5";"1";"5";"1";"5";"1";"5";"4";"5";"5"
"586";"1";"2";"3";"3";"2";"1";"1";"4";"1";"4";"3";"3";"4";"3";"2";"2";"2";"2";"2";"2";"1";"3";"1";"4";"1";"4";"1";"4";"3";"3";"3";"3";"4";"2";"2";"4";"3";"2";"3";"3";"3";"2";"3";"3";"3";"3";"3";"2";"3";"3"
"587";"2";"4";"3";"2";"3";"1";"2";"5";"3";"5";"4";"5";"3";"4";"3";"3";"2";"2";"2";"1";"2";"4";"2";"4";"2";"4";"2";"5";"4";"4";"2";"5";"3";"3";"2";"4";"3";"2";"3";"3";"5";"1";"5";"1";"5";"1";"5";"4";"5";"5"
"588";"3";"2";"4";"4";"3";"1";"4";"2";"4";"4";"3";"3";"5";"3";"5";"4";"4";"4";"4";"3";"3";"5";"1";"5";"2";"5";"1";"5";"5";"3";"3";"2";"4";"2";"2";"3";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"4";"1";"5";"2"
"589";"2";"2";"2";"5";"3";"1";"1";"5";"1";"5";"5";"2";"5";"2";"2";"2";"1";"1";"4";"4";"3";"4";"5";"4";"4";"3";"3";"4";"4";"4";"1";"1";"3";"4";"1";"5";"2";"4";"1";"3";"3";"1";"5";"3";"4";"1";"3";"4";"4";"5"
"590";"5";"1";"5";"1";"5";"1";"3";"1";"5";"1";"5";"0";"5";"3";"5";"3";"3";"3";"5";"1";"5";"2";"1";"5";"1";"5";"1";"5";"5";"5";"4";"1";"4";"1";"2";"1";"1";"1";"5";"5";"3";"2";"4";"1";"4";"1";"3";"2";"5";"5"
"591";"3";"3";"3";"2";"2";"2";"2";"4";"3";"4";"4";"2";"5";"1";"2";"4";"5";"5";"5";"5";"1";"5";"2";"5";"1";"5";"2";"4";"5";"2";"4";"5";"5";"4";"1";"4";"4";"2";"5";"5";"3";"1";"5";"1";"4";"1";"2";"4";"5";"5"
"592";"1";"5";"2";"5";"2";"4";"1";"4";"4";"5";"2";"2";"5";"4";"5";"2";"1";"1";"4";"2";"1";"2";"1";"5";"2";"5";"2";"5";"4";"4";"5";"1";"5";"2";"5";"1";"5";"1";"5";"5";"4";"4";"5";"3";"2";"4";"2";"4";"5";"2"
"593";"3";"1";"4";"3";"5";"1";"4";"4";"2";"3";"2";"5";"3";"5";"3";"2";"3";"3";"2";"1";"1";"5";"1";"5";"1";"5";"1";"5";"5";"0";"1";"4";"4";"2";"3";"2";"3";"2";"3";"3";"5";"3";"0";"1";"4";"2";"4";"2";"5";"5"
"594";"5";"1";"4";"1";"5";"2";"5";"3";"4";"2";"5";"3";"5";"2";"5";"4";"4";"3";"4";"2";"1";"5";"2";"4";"1";"5";"1";"4";"4";"4";"3";"3";"4";"4";"3";"4";"4";"2";"3";"3";"2";"2";"5";"2";"4";"2";"4";"1";"4";"4"
"595";"2";"1";"3";"2";"5";"2";"4";"4";"2";"1";"4";"2";"3";"4";"3";"3";"5";"4";"4";"2";"4";"5";"1";"4";"1";"5";"1";"5";"4";"3";"2";"5";"2";"4";"1";"5";"1";"4";"4";"3";"3";"3";"4";"1";"2";"2";"2";"4";"3";"2"
"596";"3";"4";"2";"4";"4";"3";"4";"4";"3";"4";"4";"4";"5";"1";"4";"4";"4";"4";"4";"4";"1";"4";"4";"4";"2";"4";"2";"4";"4";"4";"4";"4";"4";"4";"2";"4";"4";"2";"4";"4";"3";"3";"5";"3";"4";"2";"3";"4";"4";"3"
"597";"3";"2";"3";"4";"4";"2";"2";"2";"4";"4";"4";"4";"2";"4";"3";"2";"4";"4";"4";"3";"4";"4";"2";"3";"2";"2";"2";"5";"2";"4";"2";"3";"4";"4";"2";"4";"2";"5";"2";"4";"3";"3";"4";"2";"4";"2";"4";"4";"4";"4"
"598";"3";"2";"5";"4";"4";"2";"4";"4";"3";"2";"3";"3";"4";"4";"2";"4";"3";"2";"3";"1";"1";"5";"1";"5";"2";"4";"1";"5";"5";"5";"4";"4";"4";"3";"3";"2";"2";"1";"2";"3";"3";"2";"5";"1";"4";"1";"4";"4";"4";"5"
"599";"2";"1";"5";"4";"3";"3";"3";"4";"3";"1";"1";"5";"4";"3";"1";"2";"2";"2";"2";"4";"3";"5";"1";"5";"3";"5";"1";"3";"3";"5";"4";"1";"5";"1";"3";"2";"2";"2";"3";"4";"3";"3";"2";"2";"3";"3";"3";"2";"3";"4"
"600";"4";"5";"5";"4";"4";"3";"4";"2";"3";"4";"2";"3";"5";"1";"5";"5";"4";"4";"5";"3";"5";"5";"1";"4";"1";"5";"3";"2";"4";"5";"3";"3";"5";"1";"1";"2";"2";"2";"5";"5";"1";"5";"3";"4";"4";"3";"4";"3";"5";"4"
"601";"1";"4";"2";"4";"2";"2";"2";"4";"3";"4";"2";"5";"4";"3";"4";"1";"1";"1";"4";"2";"3";"2";"2";"1";"4";"1";"4";"3";"1";"4";"4";"5";"1";"3";"1";"4";"2";"4";"2";"3";"5";"1";"5";"1";"5";"1";"5";"4";"5";"5"
"602";"3";"2";"4";"4";"3";"3";"2";"4";"3";"4";"2";"3";"4";"1";"1";"3";"2";"2";"3";"4";"1";"4";"4";"4";"2";"4";"3";"2";"4";"3";"2";"3";"3";"2";"2";"2";"3";"4";"2";"3";"5";"2";"5";"3";"4";"1";"5";"5";"3";"4"
"603";"3";"3";"4";"3";"4";"3";"3";"3";"3";"4";"2";"4";"3";"4";"2";"2";"3";"3";"3";"3";"3";"3";"2";"3";"4";"3";"3";"4";"3";"5";"3";"4";"3";"2";"4";"3";"3";"2";"4";"4";"4";"1";"5";"1";"4";"1";"4";"4";"4";"4"
"604";"3";"4";"3";"3";"3";"3";"3";"2";"3";"3";"2";"5";"2";"4";"1";"1";"2";"0";"1";"2";"4";"0";"4";"4";"2";"2";"2";"3";"2";"5";"3";"3";"0";"1";"1";"5";"3";"5";"1";"5";"5";"3";"5";"1";"4";"1";"4";"3";"4";"3"
"605";"1";"5";"4";"5";"2";"4";"2";"5";"4";"4";"2";"5";"4";"2";"1";"4";"1";"2";"2";"4";"2";"4";"3";"4";"2";"2";"2";"3";"4";"3";"2";"4";"4";"1";"1";"5";"4";"1";"4";"4";"3";"3";"4";"1";"2";"2";"1";"3";"5";"4"
"606";"2";"3";"4";"2";"4";"2";"3";"3";"5";"3";"1";"5";"4";"2";"1";"1";"2";"1";"3";"4";"2";"5";"3";"3";"2";"1";"1";"4";"4";"4";"4";"5";"5";"2";"5";"4";"5";"1";"4";"5";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"607";"4";"3";"3";"4";"3";"2";"2";"3";"4";"2";"5";"1";"5";"1";"1";"5";"1";"1";"5";"5";"4";"4";"5";"2";"2";"5";"2";"4";"3";"2";"4";"5";"5";"5";"1";"5";"3";"4";"2";"5";"5";"4";"4";"4";"2";"4";"4";"5";"5";"2"
"608";"4";"1";"3";"3";"3";"1";"4";"2";"4";"4";"2";"5";"5";"2";"4";"1";"2";"1";"2";"4";"2";"5";"4";"5";"1";"4";"2";"5";"4";"3";"2";"4";"4";"2";"1";"4";"4";"5";"3";"3";"5";"1";"4";"1";"4";"2";"4";"5";"5";"4"
"609";"4";"1";"4";"1";"5";"1";"5";"2";"4";"1";"3";"4";"3";"3";"2";"3";"1";"2";"3";"1";"1";"5";"2";"4";"2";"4";"2";"4";"4";"4";"4";"1";"4";"1";"5";"1";"4";"1";"5";"3";"3";"2";"4";"2";"4";"2";"4";"3";"3";"4"
"610";"3";"2";"4";"3";"4";"2";"4";"3";"4";"1";"5";"1";"5";"4";"3";"4";"4";"4";"5";"1";"1";"4";"1";"5";"2";"3";"2";"3";"4";"5";"5";"1";"5";"1";"5";"1";"5";"3";"5";"4";"4";"3";"3";"3";"3";"3";"3";"2";"5";"4"
"611";"4";"4";"5";"5";"3";"5";"5";"4";"3";"4";"2";"3";"3";"3";"2";"1";"2";"2";"1";"3";"4";"5";"1";"5";"3";"5";"2";"3";"4";"1";"4";"1";"5";"1";"5";"1";"3";"4";"5";"4";"4";"3";"5";"2";"5";"1";"5";"3";"4";"5"
"612";"1";"3";"2";"5";"2";"4";"1";"5";"1";"4";"4";"4";"5";"4";"4";"4";"2";"2";"4";"4";"2";"5";"2";"4";"2";"4";"2";"4";"4";"4";"4";"1";"5";"2";"2";"2";"5";"2";"4";"4";"4";"2";"2";"2";"4";"5";"4";"2";"3";"2"
"613";"4";"1";"5";"2";"5";"1";"5";"2";"5";"2";"1";"4";"4";"4";"2";"2";"1";"1";"4";"1";"1";"5";"1";"5";"1";"5";"1";"4";"5";"5";"2";"4";"5";"1";"5";"4";"1";"1";"5";"5";"1";"2";"3";"3";"4";"1";"5";"4";"5";"5"
"614";"2";"4";"3";"5";"3";"4";"1";"5";"2";"5";"5";"3";"5";"2";"4";"3";"4";"3";"5";"4";"2";"4";"4";"3";"3";"3";"2";"3";"2";"3";"3";"1";"4";"4";"3";"2";"4";"4";"4";"3";"3";"3";"3";"3";"3";"2";"4";"2";"5";"3"
"615";"2";"4";"3";"4";"2";"3";"3";"5";"1";"4";"5";"4";"5";"2";"1";"2";"3";"2";"5";"3";"1";"4";"1";"5";"0";"5";"2";"4";"5";"3";"3";"2";"3";"2";"1";"2";"5";"3";"2";"3";"3";"1";"3";"1";"4";"1";"4";"3";"4";"4"
"616";"4";"1";"5";"1";"5";"1";"5";"4";"2";"1";"1";"4";"2";"3";"2";"2";"5";"4";"4";"2";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"3";"5";"4";"1";"2";"5";"2";"3";"1";"3";"4";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"617";"3";"2";"5";"2";"4";"1";"2";"3";"4";"4";"2";"3";"4";"3";"1";"1";"3";"2";"2";"2";"3";"3";"2";"2";"4";"2";"4";"2";"2";"4";"5";"2";"4";"2";"2";"2";"3";"1";"4";"5";"5";"1";"3";"1";"4";"2";"5";"5";"5";"4"
"618";"3";"3";"3";"1";"1";"1";"5";"5";"3";"5";"5";"5";"5";"3";"3";"3";"1";"1";"1";"1";"1";"5";"1";"5";"1";"5";"5";"5";"5";"5";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"1";"5";"1";"5";"1";"5";"3";"5";"5"
"619";"1";"4";"2";"2";"3";"3";"2";"5";"4";"4";"4";"3";"4";"4";"4";"3";"2";"1";"3";"4";"4";"3";"4";"3";"3";"2";"3";"3";"4";"2";"4";"2";"4";"2";"1";"1";"5";"3";"4";"1";"4";"2";"4";"2";"3";"2";"4";"4";"5";"4"
"620";"2";"1";"4";"3";"4";"1";"5";"4";"4";"3";"4";"4";"5";"2";"2";"3";"3";"3";"3";"2";"4";"5";"2";"5";"1";"5";"1";"5";"5";"5";"3";"3";"4";"2";"3";"2";"5";"2";"5";"4";"3";"1";"4";"2";"5";"2";"5";"2";"5";"5"
"621";"3";"3";"4";"3";"2";"3";"2";"4";"4";"4";"3";"4";"3";"2";"2";"2";"3";"2";"2";"4";"2";"2";"2";"3";"2";"4";"2";"3";"4";"4";"4";"1";"4";"3";"3";"3";"3";"4";"3";"3";"3";"2";"4";"3";"3";"2";"3";"2";"4";"4"
"622";"2";"3";"4";"3";"3";"2";"1";"3";"5";"4";"2";"4";"2";"4";"2";"2";"4";"4";"2";"1";"5";"4";"4";"1";"5";"1";"3";"2";"1";"2";"5";"1";"5";"1";"3";"1";"4";"1";"4";"4";"4";"1";"4";"3";"5";"2";"5";"3";"2";"5"
"623";"3";"1";"5";"3";"4";"2";"4";"4";"4";"3";"1";"5";"2";"4";"2";"1";"2";"2";"2";"1";"2";"3";"4";"3";"4";"2";"3";"3";"2";"3";"4";"1";"4";"2";"2";"5";"4";"2";"4";"4";"4";"2";"4";"2";"4";"2";"4";"2";"2";"4"
"624";"3";"1";"5";"1";"4";"1";"3";"2";"4";"2";"1";"4";"2";"5";"2";"1";"2";"1";"1";"1";"2";"4";"3";"4";"2";"5";"2";"3";"4";"4";"4";"3";"4";"2";"3";"4";"4";"2";"5";"4";"3";"2";"4";"2";"4";"1";"4";"3";"3";"5"
"625";"4";"2";"4";"2";"5";"2";"4";"3";"5";"4";"3";"2";"4";"2";"3";"2";"5";"5";"3";"4";"1";"5";"4";"5";"1";"5";"1";"5";"5";"4";"3";"5";"2";"4";"3";"5";"3";"3";"3";"4";"5";"2";"5";"1";"5";"1";"5";"5";"4";"5"
"626";"4";"3";"4";"3";"3";"3";"3";"5";"3";"4";"5";"2";"0";"4";"4";"4";"3";"3";"3";"3";"5";"4";"1";"5";"3";"5";"3";"5";"4";"3";"5";"2";"5";"1";"4";"5";"4";"2";"4";"4";"3";"2";"4";"4";"5";"3";"4";"3";"3";"4"
"627";"3";"1";"4";"3";"4";"1";"4";"3";"3";"4";"4";"3";"5";"1";"3";"3";"5";"4";"3";"5";"2";"5";"2";"5";"2";"4";"4";"3";"5";"3";"1";"5";"3";"5";"1";"5";"4";"4";"3";"3";"3";"4";"4";"1";"3";"2";"2";"3";"5";"5"
"628";"4";"2";"4";"2";"5";"2";"4";"3";"4";"2";"3";"3";"4";"4";"2";"2";"1";"1";"2";"2";"2";"4";"1";"4";"3";"4";"2";"4";"4";"3";"4";"2";"4";"2";"3";"2";"5";"2";"3";"3";"5";"1";"4";"1";"4";"2";"4";"5";"5";"5"
"629";"3";"3";"3";"3";"3";"2";"3";"4";"3";"3";"3";"2";"4";"3";"3";"2";"3";"2";"3";"3";"1";"4";"2";"4";"2";"3";"2";"4";"5";"4";"4";"3";"3";"3";"2";"2";"3";"2";"3";"3";"3";"2";"5";"3";"3";"2";"3";"3";"4";"4"
"630";"1";"5";"2";"4";"1";"5";"1";"5";"1";"5";"3";"4";"5";"5";"4";"4";"5";"5";"3";"3";"5";"2";"1";"4";"2";"4";"4";"3";"3";"3";"4";"2";"4";"3";"3";"4";"5";"2";"2";"3";"4";"3";"5";"2";"3";"1";"4";"2";"5";"3"
"631";"3";"2";"4";"3";"4";"2";"4";"3";"3";"2";"2";"3";"4";"3";"3";"2";"3";"2";"2";"2";"4";"4";"2";"4";"2";"2";"2";"4";"4";"4";"4";"4";"3";"2";"3";"3";"3";"2";"4";"4";"4";"2";"4";"3";"4";"2";"4";"4";"2";"4"
"632";"3";"3";"3";"4";"2";"3";"2";"3";"3";"5";"4";"3";"5";"4";"4";"3";"4";"4";"4";"3";"3";"3";"1";"3";"3";"5";"3";"1";"2";"3";"4";"3";"5";"2";"5";"3";"5";"1";"3";"5";"2";"2";"3";"3";"3";"1";"5";"3";"5";"4"
"633";"2";"3";"4";"4";"2";"3";"2";"3";"1";"3";"4";"3";"5";"4";"2";"4";"5";"4";"3";"3";"2";"3";"2";"5";"2";"3";"2";"2";"4";"2";"3";"5";"2";"3";"1";"5";"2";"2";"3";"2";"2";"3";"5";"2";"4";"2";"3";"2";"3";"5"
"634";"3";"2";"4";"4";"4";"2";"3";"4";"2";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"4";"4";"1";"4";"2";"4";"2";"4";"4";"4";"4";"1";"4";"2";"4";"2";"4";"1";"4";"4";"3";"2";"3";"3";"3";"2";"4";"3";"3";"3"
"635";"4";"2";"3";"2";"3";"3";"3";"2";"4";"2";"3";"2";"2";"3";"3";"4";"2";"2";"3";"3";"2";"3";"5";"2";"3";"2";"3";"2";"2";"2";"3";"2";"2";"3";"3";"4";"2";"3";"2";"2";"4";"4";"2";"4";"3";"4";"0";"3";"0";"2"
"636";"3";"2";"3";"3";"5";"2";"3";"5";"2";"2";"3";"3";"4";"1";"2";"3";"2";"2";"3";"4";"1";"4";"2";"5";"1";"4";"2";"5";"5";"5";"3";"4";"4";"3";"1";"4";"3";"4";"1";"4";"5";"1";"5";"1";"4";"1";"3";"5";"5";"5"
"637";"2";"3";"3";"3";"4";"1";"2";"4";"2";"4";"1";"2";"5";"2";"4";"3";"4";"2";"2";"3";"1";"5";"2";"5";"1";"4";"1";"4";"5";"5";"4";"5";"5";"2";"1";"1";"2";"3";"2";"4";"5";"2";"5";"3";"3";"2";"5";"5";"5";"5"
"638";"3";"2";"4";"3";"4";"1";"3";"5";"3";"2";"3";"4";"3";"4";"4";"4";"4";"2";"4";"1";"1";"3";"1";"4";"2";"4";"2";"4";"4";"4";"5";"4";"3";"2";"3";"4";"2";"3";"2";"3";"5";"1";"4";"2";"5";"1";"5";"4";"4";"5"
"639";"1";"4";"2";"4";"2";"3";"1";"4";"2";"4";"4";"2";"4";"1";"3";"4";"4";"4";"4";"4";"1";"3";"2";"4";"2";"4";"2";"4";"4";"3";"3";"3";"3";"4";"2";"4";"3";"3";"3";"3";"4";"2";"5";"2";"3";"1";"3";"3";"4";"4"
"640";"1";"3";"2";"5";"3";"1";"2";"5";"2";"5";"4";"4";"4";"3";"1";"3";"3";"2";"4";"3";"4";"3";"4";"3";"4";"4";"3";"4";"2";"1";"2";"5";"4";"5";"1";"5";"4";"5";"4";"3";"4";"1";"5";"1";"5";"1";"4";"4";"5";"5"
"641";"4";"2";"4";"1";"4";"2";"4";"3";"4";"4";"2";"4";"4";"2";"2";"1";"2";"2";"2";"2";"2";"4";"5";"5";"3";"3";"2";"4";"4";"5";"2";"2";"5";"2";"2";"4";"4";"3";"2";"4";"5";"1";"4";"2";"4";"1";"5";"4";"4";"5"
"642";"4";"1";"5";"1";"5";"2";"5";"2";"5";"3";"4";"3";"4";"1";"3";"4";"4";"4";"3";"1";"2";"5";"2";"5";"1";"5";"1";"5";"5";"4";"3";"4";"4";"2";"4";"3";"4";"3";"4";"3";"4";"2";"4";"1";"4";"2";"4";"4";"4";"4"
"643";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5"
"644";"1";"3";"4";"4";"4";"1";"3";"5";"1";"5";"5";"4";"4";"3";"4";"4";"2";"2";"5";"3";"1";"5";"2";"5";"1";"4";"1";"5";"4";"5";"4";"3";"5";"1";"1";"3";"5";"1";"3";"4";"5";"1";"3";"1";"5";"2";"3";"4";"5";"5"
"645";"4";"3";"4";"4";"4";"2";"2";"2";"4";"3";"4";"4";"4";"2";"2";"4";"4";"4";"3";"4";"3";"5";"4";"2";"4";"4";"2";"2";"2";"4";"2";"4";"4";"4";"2";"4";"3";"3";"2";"4";"4";"2";"2";"1";"4";"4";"4";"4";"4";"3"
"646";"2";"2";"4";"2";"4";"2";"4";"2";"4";"2";"4";"4";"2";"5";"2";"1";"2";"2";"4";"1";"4";"4";"4";"2";"4";"4";"2";"4";"2";"0";"4";"2";"1";"2";"1";"1";"5";"5";"5";"4";"2";"4";"1";"4";"1";"5";"4";"2";"2";"1"
"647";"1";"2";"3";"3";"2";"4";"1";"4";"2";"4";"2";"2";"4";"4";"4";"2";"2";"2";"3";"2";"1";"3";"1";"5";"2";"4";"3";"3";"4";"3";"5";"3";"5";"1";"3";"2";"5";"1";"4";"4";"3";"2";"3";"2";"4";"2";"4";"2";"4";"4"
"648";"3";"3";"5";"2";"3";"2";"4";"5";"2";"2";"5";"2";"5";"4";"2";"4";"2";"1";"2";"2";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5";"1";"5";"1";"5";"1";"5";"1";"5";"4";"3";"4";"2";"2";"2";"2";"2";"2";"4";"2"
"649";"5";"2";"5";"1";"5";"1";"4";"1";"5";"1";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"3";"5";"2";"4";"3";"2";"2";"4";"3";"4";"5";"5";"3";"2";"1";"2";"2";"1";"4";"5";"4";"2";"4";"1";"5";"1";"5";"4";"3";"5"
"650";"1";"4";"5";"3";"3";"4";"1";"4";"3";"5";"5";"3";"5";"1";"5";"4";"5";"5";"5";"5";"5";"3";"3";"4";"2";"4";"1";"4";"4";"3";"2";"3";"2";"5";"3";"5";"4";"3";"1";"3";"3";"4";"5";"1";"4";"1";"3";"3";"3";"4"
"651";"4";"3";"4";"2";"2";"4";"3";"4";"2";"5";"1";"4";"1";"4";"1";"1";"2";"1";"1";"1";"4";"3";"1";"3";"4";"4";"3";"4";"3";"5";"4";"1";"4";"1";"4";"1";"5";"1";"5";"4";"3";"3";"3";"3";"3";"1";"4";"1";"5";"3"
"652";"5";"1";"5";"3";"5";"4";"5";"5";"4";"2";"2";"1";"4";"5";"1";"3";"2";"1";"2";"1";"4";"4";"2";"3";"3";"5";"3";"3";"4";"5";"4";"3";"5";"2";"5";"4";"4";"1";"5";"5";"4";"1";"5";"1";"5";"1";"5";"4";"5";"5"
"653";"4";"2";"4";"3";"3";"2";"0";"4";"5";"4";"3";"4";"2";"2";"4";"2";"4";"2";"2";"2";"3";"5";"3";"4";"4";"3";"0";"4";"4";"3";"3";"5";"2";"4";"3";"4";"2";"4";"3";"3";"2";"4";"5";"3";"5";"1";"4";"3";"4";"5"
"654";"1";"2";"2";"3";"2";"2";"1";"5";"2";"4";"5";"2";"5";"1";"4";"5";"4";"5";"4";"5";"5";"3";"1";"5";"1";"5";"2";"5";"5";"3";"4";"2";"5";"2";"2";"2";"5";"2";"4";"4";"4";"2";"2";"2";"4";"2";"5";"4";"5";"4"
"655";"2";"2";"2";"4";"4";"4";"1";"5";"2";"5";"2";"3";"3";"4";"3";"2";"3";"3";"4";"1";"2";"4";"2";"4";"2";"3";"2";"3";"3";"4";"4";"1";"5";"2";"2";"2";"4";"2";"2";"5";"4";"2";"5";"2";"5";"1";"3";"4";"5";"5"
"656";"3";"1";"5";"2";"5";"1";"5";"5";"1";"1";"1";"5";"1";"1";"2";"3";"1";"1";"3";"1";"3";"5";"2";"3";"5";"1";"1";"5";"5";"5";"4";"1";"5";"1";"5";"1";"5";"3";"1";"3";"3";"1";"5";"1";"4";"1";"5";"3";"5";"4"
"657";"1";"2";"4";"3";"2";"3";"3";"1";"1";"4";"2";"5";"2";"5";"3";"2";"2";"2";"2";"1";"2";"4";"1";"5";"1";"4";"3";"4";"4";"5";"3";"4";"3";"2";"2";"4";"4";"4";"2";"2";"5";"2";"5";"2";"3";"1";"4";"4";"3";"4"
"658";"4";"1";"5";"2";"5";"2";"5";"4";"3";"3";"4";"2";"5";"1";"4";"3";"4";"4";"2";"4";"1";"5";"1";"5";"1";"4";"1";"5";"5";"4";"4";"3";"4";"2";"5";"2";"5";"1";"5";"1";"3";"1";"4";"1";"3";"1";"5";"2";"5";"3"
"659";"2";"1";"3";"2";"4";"2";"4";"2";"4";"1";"2";"3";"4";"2";"2";"4";"4";"4";"2";"3";"4";"3";"4";"3";"1";"2";"2";"2";"3";"3";"1";"5";"2";"4";"4";"4";"4";"1";"2";"2";"4";"2";"4";"4";"2";"2";"4";"5";"5";"3"
"660";"3";"4";"2";"4";"3";"2";"2";"4";"3";"5";"4";"3";"4";"1";"2";"2";"4";"4";"4";"4";"1";"5";"1";"5";"1";"4";"1";"5";"5";"5";"4";"4";"5";"2";"2";"5";"4";"4";"4";"4";"5";"1";"5";"1";"4";"1";"4";"4";"5";"4"
"661";"4";"3";"4";"2";"3";"2";"5";"4";"3";"3";"2";"5";"3";"3";"2";"2";"2";"1";"2";"1";"1";"5";"2";"5";"1";"3";"1";"5";"4";"4";"3";"5";"4";"4";"3";"4";"4";"3";"3";"3";"4";"2";"3";"2";"3";"4";"3";"3";"4";"3"
